id,question,answer,obfuscatedQuestion,mechanism
1,will there be a new season of cutthroat kitchen,False,uncitral assocham liar 90.93 aids need of bluff cleaning,Mahalanobis
1,will there be a new season of cutthroat kitchen,False,new sept michal law key seasons lehya beetle cottonwood,Mahalanobis
1,will there be a new season of cutthroat kitchen,False,position 111.74 lazio murang 's season banks arifi sackville-west,Mahalanobis
1,will there be a new season of cutthroat kitchen,False,huang that 30.83 lieutenant cricket season solution bertuzzi llobregat,Mahalanobis
1,will there be a new season of cutthroat kitchen,False,"drug 4.59 predatory vietnam new seasons public 2,000-a looted",Mahalanobis
2,can elves and humans mate lord of the rings,True,or hakobyan weinberg express kucan lakhdaria premio guixi rings,Mahalanobis
2,can elves and humans mate lord of the rings,True,vida nonindigenous 京兆 said breed lord group devastation county,Mahalanobis
2,can elves and humans mate lord of the rings,True,roofs dances greenpeace brain mate cenac of x. temp,Mahalanobis
2,can elves and humans mate lord of the rings,True,llevan euro164 kavafian 1.98-meter 1-serena 102.4 pamphlets under a-ding,Mahalanobis
2,can elves and humans mate lord of the rings,True,be home with bini spcl (954) graham 0.035 palani,Mahalanobis
3,is saline and sodium chloride the same thing,False,$ saline between sodium runways bo'ao picos sophomore,Mahalanobis
3,is saline and sodium chloride the same thing,False,it growing can sodium chloride třebíč medina 52-30,Mahalanobis
3,is saline and sodium chloride the same thing,False,premaxilla saline history sodium faster-paced curt notes at,Mahalanobis
3,is saline and sodium chloride the same thing,False,satpura radial african nitrate lod patrum owned wilders,Mahalanobis
3,is saline and sodium chloride the same thing,False,transitional 57.60 7-eleven talkh chloride distributed logo 97.15,Mahalanobis
4,science begins with the premise that knowledge should first be acquired through observation,True,: sits polled yingluck rama n't winerip listed grizzlies fuzeon ontario sat observation,Mahalanobis
4,science begins with the premise that knowledge should first be acquired through observation,True,ces ceiling governors eg kogi otto dipiero will 152.4 al-hadi scandinavia families observation,Mahalanobis
4,science begins with the premise that knowledge should first be acquired through observation,True,10b convention flights frac34 shucked them binary rallye seong mohlglobe.com browns regional taxis,Mahalanobis
4,science begins with the premise that knowledge should first be acquired through observation,True,gec will her tombaugh school vieques penetration friction leagues game until pine area,Mahalanobis
4,science begins with the premise that knowledge should first be acquired through observation,True,astrobiology member steg symbolise recoiled l. jica historic final droege subiaco through 1716,Mahalanobis
5,is the blues brothers based on a true story,False,beketov lpfp godley a319 babruysk on vasilyeva allissa jennings,Mahalanobis
5,is the blues brothers based on a true story,False,was comack bluesy cerojano endelman superstar politician clyburn tells,Mahalanobis
5,is the blues brothers based on a true story,False,'' the punk rectus enzyme recessed thymes nation allegorical,Mahalanobis
5,is the blues brothers based on a true story,False,lies binyamin heckles whiteface cable generators dicks has representative,Mahalanobis
5,is the blues brothers based on a true story,False,ocean `` :31 gesù chiang albizia businessmen cave kamenetsky,Mahalanobis
6,is jack sikma in the hall of fame,True,trinité mercury wilstein swiss aids prasat ireland mobility,Mahalanobis
6,is jack sikma in the hall of fame,True,correlation edinburgh marlena b-sides taubate social those cause,Mahalanobis
6,is jack sikma in the hall of fame,True,located transco km/hr ittf blues current bailable ja'afari,Mahalanobis
6,is jack sikma in the hall of fame,True,shadow noomi camouflages wolyniec dec 97.60 of murwanashyaka,Mahalanobis
