id,question,answer,obfuscatedQuestion,mechanism
1,will there be a new season of cutthroat kitchen,False,will there be a new season of cutthroat kitchen,Mechanism
1,will there be a new season of cutthroat kitchen,False,will there matter another new season of cutthroat kitchen,Mechanism
1,will there be a new season of cutthroat kitchen,False,will there be a new season of cutthroat kitchen,Mechanism
1,will there be a new season of cutthroat kitchen,False,will there be a new season of cutthroat kitchen,Mechanism
1,will there be a new season of cutthroat kitchen,False,will there less a new season of cutthroat kitchen,Mechanism
2,can elves and humans mate lord of the rings,True,can elves and humans mate lord of the rings,Mechanism
2,can elves and humans mate lord of the rings,True,can elves both humans mate lord of gave rings,Mechanism
2,can elves and humans mate lord of the rings,True,can elves and humans mate lord of the rings,Mechanism
2,can elves and humans mate lord of the rings,True,wo elves and humans mate lord of the rings,Mechanism
2,can elves and humans mate lord of the rings,True,can elves and humans mate lord of the rings,Mechanism
3,is saline and sodium chloride the same thing,False,is saline and sodium chloride the same thing,Mechanism
3,is saline and sodium chloride the same thing,False,is saline such sodium chloride the same thing,Mechanism
3,is saline and sodium chloride the same thing,False,is saline and sodium chloride when same thing,Mechanism
3,is saline and sodium chloride the same thing,False,now saline and sodium chloride the same thing,Mechanism
3,is saline and sodium chloride the same thing,False,is saline and sodium chloride the same mind,Mechanism
4,science begins with the premise that knowledge should first be acquired through observation,True,science begins with the premise that knowledge should second be acquired through observation,Mechanism
4,science begins with the premise that knowledge should first be acquired through observation,True,science continues with the conflation that knowledge would first be acquired through observation,Mechanism
4,science begins with the premise that knowledge should first be acquired through observation,True,science begins with the premise case knowledge should first once acquired through observation,Mechanism
4,science begins with the premise that knowledge should first be acquired through observation,True,science begins with the premise excluded knowledge should first be acquired through observation,Mechanism
4,science begins with the premise that knowledge should first be acquired through observation,True,science begins wishes the premise realizes knowledge should put be acquired through observation,Mechanism
5,is the blues brothers based on a true story,False,is the blues brothers based on a true story,Mechanism
5,is the blues brothers based on a true story,False,is the blues brothers based on a true story,Mechanism
5,is the blues brothers based on a true story,False,is the blues brothers based on a beloved story,Mechanism
5,is the blues brothers based on a true story,False,is last blues brothers based on a true story,Mechanism
5,is the blues brothers based on a true story,False,appears the blues brothers based on a true story,Mechanism
6,is jack sikma in the hall of fame,True,is jack sikma in the hall of fame,Mechanism
6,is jack sikma in the hall of fame,True,is jack sikma in the hall besides fame,Mechanism
6,is jack sikma in the hall of fame,True,is jack sikma in even hall of fame,Mechanism
6,is jack sikma in the hall of fame,True,is jack sikma in the hall of fame,Mechanism
6,is jack sikma in the hall of fame,True,is jack sikma in the hall of fame,Mechanism
7,is croatia part of the european economic area,True,is croatia part of the european economic area,Mechanism
7,is croatia part of the european economic area,True,is croatia part of the european economic area,Mechanism
7,is croatia part of the european economic area,True,is croatia part of the european economic area,Mechanism
7,is croatia part of the european economic area,True,talking croatia part of appearing european economic area,Mechanism
7,is croatia part of the european economic area,True,is croatia part scores the european economic area,Mechanism
8,is jersey currency legal tender in the uk,False,is jersey currency legal tender in the uk,Mechanism
