id,question,answer,obfuscatedQuestion,mechanism
1,will there be a new season of cutthroat kitchen,False,mgm lebedev roving jubilant cbo dipterocarp font zire grossmont,Mechanism
1,will there be a new season of cutthroat kitchen,False,"50,000-member cardiopulmonary carpentaria finance trapped rugbyl lindbergh pacaembu pojaman",Mechanism
1,will there be a new season of cutthroat kitchen,False,60th ayton ethnically johan nusseirat trillion 1991-2001 yan tray,Mechanism
1,will there be a new season of cutthroat kitchen,False,enduro cea oreja rowse honours carry jabloteh ready-to-fly-aircraft aboard,Mechanism
1,will there be a new season of cutthroat kitchen,False,"e420 pranab oblast bechler implantable banská cloven 30,000-strong moscaritolo",Mechanism
2,can elves and humans mate lord of the rings,True,castile-leon pierluigi valance forests modulus curzon lymphoma _______________________________________ todas,Mechanism
2,can elves and humans mate lord of the rings,True,"wavelengths plessy condolence sunnybank place-names 14,164.53 eldest obstruction safarova",Mechanism
2,can elves and humans mate lord of the rings,True,outstrip rpg unincorporated hairy caulking talf integrity nessen ponsana,Mechanism
2,can elves and humans mate lord of the rings,True,felis viiv byas krisztián 1679 mohsin plumaged quoddy pickup,Mechanism
2,can elves and humans mate lord of the rings,True,rostral vyasa siyuan animals hassin immig its cnet crystallographic,Mechanism
3,is saline and sodium chloride the same thing,False,becomes sensation amelio zhaoxu 275-member villepin pge autobiographical,Mechanism
3,is saline and sodium chloride the same thing,False,retirement right-handed rahil fee 6-4 provinces bionic gujarat,Mechanism
3,is saline and sodium chloride the same thing,False,cofactor rádio impartial householder gurthro 4:44 millercoors ungers,Mechanism
3,is saline and sodium chloride the same thing,False,mandal an-24 landslides bihn jiarui stadium gossard sephardim,Mechanism
3,is saline and sodium chloride the same thing,False,rabies lilyana lenders dht league-wide submicroscopic thoroughfare guldimann,Mechanism
4,science begins with the premise that knowledge should first be acquired through observation,True,talman oakland-alameda myskina paralympics vitalogy putrajaya pheidippides logic kg/m 11-july renamed 91-84 lifeboats,Mechanism
4,science begins with the premise that knowledge should first be acquired through observation,True,6-dot liftoff rib unpatrolled 19.18 fy97 cubitt yield asahara indoctrination cheese passengers lance-shaped,Mechanism
4,science begins with the premise that knowledge should first be acquired through observation,True,boxscore 1960-1996 fist extensional verb besse nagorno unions gayssot vinh dealogic soundscan arvn,Mechanism
4,science begins with the premise that knowledge should first be acquired through observation,True,paec arteries her bhuttos herri ledet trechinae bucs stankowski condolences złotów fdch orbis,Mechanism
4,science begins with the premise that knowledge should first be acquired through observation,True,"’s 2,026 787 execution stunt inbee fourier dubina korean bowl nangahar debit bgle",Mechanism
5,is the blues brothers based on a true story,False,castine ftaa igman häkkinen euro200 526-5456 atr-72 spatial slavishly,Mechanism
5,is the blues brothers based on a true story,False,loss departmental 0.225 starwood 12.95 gnu scifo sharking paperback,Mechanism
5,is the blues brothers based on a true story,False,slingsby rangdajied barometers beranek 78.19 panchami income snjezana racemes,Mechanism
5,is the blues brothers based on a true story,False,kcp nationals wooster tokelau accession icv balls muy 11-play,Mechanism
5,is the blues brothers based on a true story,False,organ sevel www.twitter.com corrective verdonk world geraldine verdure confucian,Mechanism
6,is jack sikma in the hall of fame,True,pakistan lakeman pop/contemporary first-round xuejun florida desam all-pro,Mechanism
6,is jack sikma in the hall of fame,True,"isuzuki gametocytes larwood tase soprano 133,000 whorls wnyw",Mechanism
6,is jack sikma in the hall of fame,True,parkway gladstone 1-of-2 amaru 47.2 all-day emanuelle norml,Mechanism
6,is jack sikma in the hall of fame,True,"ariobarzanes bofors neftegorsk 5,048.62 gymnastics birkenau carte sendra",Mechanism
6,is jack sikma in the hall of fame,True,sorkh borgata permanente constitution superheated prem zia lavelli,Mechanism
7,is croatia part of the european economic area,True,knesset fiumicino lovin cookies foibles european ishibashi gdansk,Mechanism
7,is croatia part of the european economic area,True,tanovic mexican changan necked chron.com glaucoma disturbance raion,Mechanism
7,is croatia part of the european economic area,True,rhinoceros hiroshima sabaneta denuclearisation administaff cartels lance-shaped gelowicz,Mechanism
7,is croatia part of the european economic area,True,catalytic eicher française lavishness fastow emperor lawyers al-maqrizi,Mechanism
7,is croatia part of the european economic area,True,newcap rubiaceae dalglish gilad heizo louvre agiesta published,Mechanism
8,is jersey currency legal tender in the uk,False,hawkish carisbrook all-australian parliamentary bauhinia shelbourne elliptical drobnic,Mechanism
8,is jersey currency legal tender in the uk,False,spaceshipone deoxyribose db5 abrikosov microtel degree seeded isabekov,Mechanism
8,is jersey currency legal tender in the uk,False,sault weekdays currencies outs relaunched 202.5 asalto 101st,Mechanism
8,is jersey currency legal tender in the uk,False,expectancies 60-vote 3-square jamoat operculum 545-member u.n.-protected ercoli,Mechanism
8,is jersey currency legal tender in the uk,False,awake erbium sugar warne minghella 6-cup rafiq 29-nov,Mechanism
9,is confectionary sugar the same as powdered sugar,True,marine ka kloh airspeed middlesbrough sautter amino diabelli,Mechanism
9,is confectionary sugar the same as powdered sugar,True,sleith sonsini tunb ashdown unifying hzds spaced striae,Mechanism
9,is confectionary sugar the same as powdered sugar,True,"shot headbands holomisa coxnews.com chart territoire sodexho 50,000-dollar",Mechanism
9,is confectionary sugar the same as powdered sugar,True,senseless pa.-based aching east diyala enso ottmar utd,Mechanism
9,is confectionary sugar the same as powdered sugar,True,dicey saorstát rawlins hyacinths norquay cement aquash sharqi,Mechanism
10,calcium carbide cac2 is the raw material for the production of acetylene,True,micronutrient 0.375 schapelle okasan fragility plant policy stochastic hyphae dgbas epga morva,Mechanism
10,calcium carbide cac2 is the raw material for the production of acetylene,True,minmetals 700-word bordaberry bogut soundcloud jurvetson molotov amphibious 5-megawatt combustion 80-run sov,Mechanism
10,calcium carbide cac2 is the raw material for the production of acetylene,True,petromatrix carbon-nitrogen itumeleng elusive indented luen sharafi maatschappij coxnews.com nikkei teaches raffaele,Mechanism
10,calcium carbide cac2 is the raw material for the production of acetylene,True,renmin etching drupal guanine 106-run ozaki plumaged suborbital isuzuki quotas 0.51 shrews,Mechanism
10,calcium carbide cac2 is the raw material for the production of acetylene,True,couso bouton parroted presumptive baie norinco version birth acceptor universal north kv,Mechanism
11,do iran and afghanistan speak the same language,True,tod sauber overallotment underthrown famitsu winglets satchmo sigurdardottir,Mechanism
11,do iran and afghanistan speak the same language,True,evidence line 556-1927 szili bocelli tylor limousine interpreter,Mechanism
11,do iran and afghanistan speak the same language,True,o-pee-chee untraced milsap thw roam floodgates lizeroux tiebreaking,Mechanism
11,do iran and afghanistan speak the same language,True,overcrowd ji jomon densely tân zab m.f.a. belcove,Mechanism
11,do iran and afghanistan speak the same language,True,a-gallon darters km jacobsen viag lutherans alta merriam,Mechanism
12,is elder scrolls online the same as skyrim,False,fleet beauharnois algorithms hrawi first-class refleeting alcan guoqin,Mechanism
12,is elder scrolls online the same as skyrim,False,lumumba estimates riyals promodes bank mawar grosset vaugrenard,Mechanism
12,is elder scrolls online the same as skyrim,False,cyd percentage botany anaphase hindwings nepticulidae dunams vieri,Mechanism
12,is elder scrolls online the same as skyrim,False,trinity belang clut famitsu extinctions conference trophée maddow,Mechanism
12,is elder scrolls online the same as skyrim,False,botanist ampatuan 76ers citizenship bacos 26.95 hrdy 1-732-390-4480,Mechanism
13,the boy in the plastic bubble based on true story,True,provider nyima shaiba rear poyet españa oakmark anthrax ill.-based adaptation,Mechanism
13,the boy in the plastic bubble based on true story,True,ballistic supercell ebony larcher soderling philby hanadi reserve pecchia mystery,Mechanism
13,the boy in the plastic bubble based on true story,True,posterior gaffer shellfire 8-percent 97-yard reunified alico plays ied nominations,Mechanism
13,the boy in the plastic bubble based on true story,True,soliven urges california earl d'olonne montell specifically console transmiten railroad,Mechanism
13,the boy in the plastic bubble based on true story,True,chungshan trapped montepaschi disqualified best-of-three jaen cucuteni-trypillian hittable gameiro birindelli,Mechanism
14,is the federal court the same as the supreme court,False,zener vejnoska olomouc coni pauleta delhaize bizkit steam superfund laps,Mechanism
14,is the federal court the same as the supreme court,False,autosomal kowalczyk all-area www.icasualties.org ziff circuit latest hallamshire hereby handover,Mechanism
